user_id,date,scenario,is_malicious
YFK8135,2026-02-25,on_call_night_work,0
CZV3763,2026-02-26,new_hire_onboarding,0
DDB3409,2026-02-26,new_hire_onboarding,0
DHG3808,2026-02-26,business_travel,0
FAM1900,2026-02-26,new_hire_onboarding,0
GTZ0192,2026-02-26,on_call_night_work,0
HXH6707,2026-02-26,remote_relocation,0
JLN5393,2026-02-26,on_call_night_work,0
JNY6012,2026-02-26,new_hire_onboarding,0
JVA7931,2026-02-26,remote_relocation,0
PJA2498,2026-02-26,M7,1
QDN2660,2026-02-26,M3,1
QJS2178,2026-02-26,M3,1
QVG8689,2026-02-26,on_call_night_work,0
RKP1272,2026-02-26,remote_relocation,0
RPU8492,2026-02-26,business_travel,0
RZU1592,2026-02-26,legit_role_change,0
SCA9486,2026-02-26,remote_relocation,0
SFV7598,2026-02-26,new_hire_onboarding,0
VVU9833,2026-02-26,new_hire_onboarding,0
WQD6977,2026-02-26,new_hire_onboarding,0
WTA6371,2026-02-26,new_hire_onboarding,0
XJR8615,2026-02-26,new_hire_onboarding,0
XQW0837,2026-02-26,quarter_close_spike,0
CZV3763,2026-02-27,new_hire_onboarding,0
DDB3409,2026-02-27,new_hire_onboarding,0
DKY8909,2026-02-27,legit_role_change,0
EFJ1543,2026-02-27,M1,1
FAM1900,2026-02-27,new_hire_onboarding,0
FWE2981,2026-02-27,quarter_close_spike,0
HXH6707,2026-02-27,remote_relocation,0
JNY6012,2026-02-27,new_hire_onboarding,0
JVA7931,2026-02-27,remote_relocation,0
LHD4579,2026-02-27,on_call_night_work,0
PGM8326,2026-02-27,new_hire_onboarding,0
PYB7646,2026-02-27,remote_relocation,0
QDN2660,2026-02-27,M3,1
RKP1272,2026-02-27,remote_relocation,0
RPB6169,2026-02-27,M3,1
RPU8492,2026-02-27,business_travel,0
RZU1592,2026-02-27,legit_role_change,0
SCA9486,2026-02-27,remote_relocation,0
SFV7598,2026-02-27,new_hire_onboarding,0
VVU9833,2026-02-27,new_hire_onboarding,0
WQD6977,2026-02-27,new_hire_onboarding,0
WTA6371,2026-02-27,new_hire_onboarding,0
WZQ9342,2026-02-27,M5,1
XJR8615,2026-02-27,new_hire_onboarding,0
XQW0837,2026-02-27,quarter_close_spike,0
CZV3763,2026-02-28,new_hire_onboarding,0
DDB3409,2026-02-28,new_hire_onboarding,0
DKY8909,2026-02-28,legit_role_change,0
EFJ1543,2026-02-28,M1,1
EGE2962,2026-02-28,weekend_deadline,0
FAM1900,2026-02-28,new_hire_onboarding,0
GTZ0192,2026-02-28,on_call_night_work,0
JLN5393,2026-02-28,on_call_night_work,0
JNY6012,2026-02-28,new_hire_onboarding,0
KCF6129,2026-02-28,weekend_deadline,0
MBR7933,2026-02-28,on_call_night_work,0
PGM8326,2026-02-28,new_hire_onboarding,0
PMV7499,2026-02-28,M7,1
RZU1592,2026-02-28,legit_role_change,0
SFV7598,2026-02-28,new_hire_onboarding,0
VVU9833,2026-02-28,new_hire_onboarding,0
WQD6977,2026-02-28,new_hire_onboarding,0
WTA6371,2026-02-28,new_hire_onboarding,0
WZQ9342,2026-02-28,M5,1
XJR8615,2026-02-28,new_hire_onboarding,0
CZV3763,2026-03-01,new_hire_onboarding,0
DDB3409,2026-03-01,new_hire_onboarding,0
EFJ1543,2026-03-01,M1,1
FAM1900,2026-03-01,new_hire_onboarding,0
GTZ0192,2026-03-01,on_call_night_work,0
JNY6012,2026-03-01,new_hire_onboarding,0
KCF6129,2026-03-01,weekend_deadline,0
LCT4451,2026-03-01,M6,1
LLZ7844,2026-03-01,weekend_deadline,0
NUY8872,2026-03-01,weekend_deadline,0
PGM8326,2026-03-01,new_hire_onboarding,0
PJA2498,2026-03-01,M7,1
PMV7499,2026-03-01,M7,1
QDN2660,2026-03-01,M3,1
QJS2178,2026-03-01,M3,1
RZU1592,2026-03-01,legit_role_change,0
SFV7598,2026-03-01,new_hire_onboarding,0
VVU9833,2026-03-01,new_hire_onboarding,0
WQD6977,2026-03-01,new_hire_onboarding,0
WTA6371,2026-03-01,new_hire_onboarding,0
WZQ9342,2026-03-01,M5,1
XJR8615,2026-03-01,new_hire_onboarding,0
AFF2174,2026-03-02,M7,1
CZV3763,2026-03-02,new_hire_onboarding,0
DDB3409,2026-03-02,new_hire_onboarding,0
DKY8909,2026-03-02,legit_role_change,0
EFJ1543,2026-03-02,M1,1
EXR7447,2026-03-02,new_hire_onboarding,0
FAM1900,2026-03-02,new_hire_onboarding,0
GCD1014,2026-03-02,M4,1
HXH6707,2026-03-02,remote_relocation,0
JLN5393,2026-03-02,on_call_night_work,0
JNY6012,2026-03-02,new_hire_onboarding,0
JVA7931,2026-03-02,remote_relocation,0
PGM8326,2026-03-02,new_hire_onboarding,0
PMV7499,2026-03-02,M7,1
PYB7646,2026-03-02,remote_relocation,0
QAK7911,2026-03-02,M4,1
RKP1272,2026-03-02,remote_relocation,0
RPU8492,2026-03-02,business_travel,0
RZU1592,2026-03-02,legit_role_change,0
SCA9486,2026-03-02,remote_relocation,0
SFV7598,2026-03-02,new_hire_onboarding,0
SHS0097,2026-03-02,business_travel,0
UQJ8329,2026-03-02,new_hire_onboarding,0
VVU9833,2026-03-02,new_hire_onboarding,0
WQD6977,2026-03-02,new_hire_onboarding,0
WTA6371,2026-03-02,new_hire_onboarding,0
WZQ9342,2026-03-02,M5,1
XBY3937,2026-03-02,quarter_close_spike,0
XJR8615,2026-03-02,new_hire_onboarding,0
YPA6465,2026-03-02,M3,1
AFF2174,2026-03-03,M7,1
CZV3763,2026-03-03,new_hire_onboarding,0
DDB3409,2026-03-03,new_hire_onboarding,0
DKY8909,2026-03-03,legit_role_change,0
EXR7447,2026-03-03,new_hire_onboarding,0
FAM1900,2026-03-03,new_hire_onboarding,0
FWE2981,2026-03-03,quarter_close_spike,0
GQM3009,2026-03-03,remote_relocation,0
HXH6707,2026-03-03,remote_relocation,0
JLN5393,2026-03-03,on_call_night_work,0
JNY6012,2026-03-03,new_hire_onboarding,0
JVA7931,2026-03-03,remote_relocation,0
PGM8326,2026-03-03,new_hire_onboarding,0
PMV7499,2026-03-03,M7,1
PYB7646,2026-03-03,remote_relocation,0
RKP1272,2026-03-03,remote_relocation,0
RPB6169,2026-03-03,M3,1
RPU8492,2026-03-03,business_travel,0
RZU1592,2026-03-03,legit_role_change,0
SCA9486,2026-03-03,remote_relocation,0
SFV7598,2026-03-03,new_hire_onboarding,0
SHS0097,2026-03-03,business_travel,0
UQJ8329,2026-03-03,new_hire_onboarding,0
VVU9833,2026-03-03,new_hire_onboarding,0
WQD6977,2026-03-03,new_hire_onboarding,0
WTA6371,2026-03-03,new_hire_onboarding,0
XBY3937,2026-03-03,quarter_close_spike,0
XJR8615,2026-03-03,new_hire_onboarding,0
YPA6465,2026-03-03,M3,1
ZZA4587,2026-03-03,legit_role_change,0
AFF2174,2026-03-04,M7,1
AGQ6804,2026-03-04,M3,1
CZV3763,2026-03-04,new_hire_onboarding,0
DDB3409,2026-03-04,new_hire_onboarding,0
DKY8909,2026-03-04,legit_role_change,0
EXR7447,2026-03-04,new_hire_onboarding,0
FAM1900,2026-03-04,new_hire_onboarding,0
FWE2981,2026-03-04,quarter_close_spike,0
GQM3009,2026-03-04,remote_relocation,0
GTZ0192,2026-03-04,on_call_night_work,0
HXH6707,2026-03-04,remote_relocation,0
JLN5393,2026-03-04,on_call_night_work,0
JNY6012,2026-03-04,new_hire_onboarding,0
JVA7931,2026-03-04,remote_relocation,0
KYD3626,2026-03-04,on_call_night_work,0
MPG6197,2026-03-04,on_call_night_work,0
PGM8326,2026-03-04,new_hire_onboarding,0
PKA7047,2026-03-04,on_call_night_work,0
PMV7499,2026-03-04,M7,1
PYB7646,2026-03-04,remote_relocation,0
QJS2178,2026-03-04,M3,1
RKP1272,2026-03-04,remote_relocation,0
RPU8492,2026-03-04,business_travel,0
RZU1592,2026-03-04,legit_role_change,0
SCA9486,2026-03-04,remote_relocation,0
SFV7598,2026-03-04,new_hire_onboarding,0
SHS0097,2026-03-04,business_travel,0
UPJ2100,2026-03-04,M3,1
UQJ8329,2026-03-04,new_hire_onboarding,0
VLE2985,2026-03-04,remote_relocation,0
VVU9833,2026-03-04,new_hire_onboarding,0
WJJ3459,2026-03-04,quarter_close_spike,0
WQD6977,2026-03-04,new_hire_onboarding,0
WTA6371,2026-03-04,new_hire_onboarding,0
XBY3937,2026-03-04,quarter_close_spike,0
XJR8615,2026-03-04,new_hire_onboarding,0
ZZA4587,2026-03-04,legit_role_change,0
AFF2174,2026-03-05,M7,1
CZV3763,2026-03-05,new_hire_onboarding,0
DDB3409,2026-03-05,new_hire_onboarding,0
DKY8909,2026-03-05,legit_role_change,0
EXR7447,2026-03-05,new_hire_onboarding,0
FAM1900,2026-03-05,new_hire_onboarding,0
FWE2981,2026-03-05,quarter_close_spike,0
GQM3009,2026-03-05,remote_relocation,0
HXH6707,2026-03-05,remote_relocation,0
JNY6012,2026-03-05,new_hire_onboarding,0
JVA7931,2026-03-05,remote_relocation,0
MBR7933,2026-03-05,on_call_night_work,0
MPG6197,2026-03-05,on_call_night_work,0
PGM8326,2026-03-05,new_hire_onboarding,0
PJA2498,2026-03-05,M7,1
PMV7499,2026-03-05,M7,1
PYB7646,2026-03-05,remote_relocation,0
QDN2660,2026-03-05,M3,1
QJS2178,2026-03-05,M3,1
RKP1272,2026-03-05,remote_relocation,0
SCA9486,2026-03-05,remote_relocation,0
SFV7598,2026-03-05,new_hire_onboarding,0
SHS0097,2026-03-05,business_travel,0
VLE2985,2026-03-05,remote_relocation,0
VVU9833,2026-03-05,new_hire_onboarding,0
WJJ3459,2026-03-05,quarter_close_spike,0
WQD6977,2026-03-05,new_hire_onboarding,0
WTA6371,2026-03-05,new_hire_onboarding,0
XJR8615,2026-03-05,new_hire_onboarding,0
XLD3365,2026-03-05,M4,1
YPA6465,2026-03-05,M3,1
ZZA4587,2026-03-05,legit_role_change,0
CZV3763,2026-03-06,new_hire_onboarding,0
DDB3409,2026-03-06,new_hire_onboarding,0
DKY8909,2026-03-06,legit_role_change,0
DVB7286,2026-03-06,M1,1
EXR7447,2026-03-06,new_hire_onboarding,0
FAM1900,2026-03-06,new_hire_onboarding,0
GQM3009,2026-03-06,remote_relocation,0
GTZ0192,2026-03-06,on_call_night_work,0
HXH6707,2026-03-06,remote_relocation,0
JNY6012,2026-03-06,new_hire_onboarding,0
JRM5199,2026-03-06,on_call_night_work,0
JVA7931,2026-03-06,remote_relocation,0
JWY4263,2026-03-06,remote_relocation,0
MBR7933,2026-03-06,on_call_night_work,0
PGM8326,2026-03-06,new_hire_onboarding,0
PMV7499,2026-03-06,M7,1
PYB7646,2026-03-06,remote_relocation,0
QDN2660,2026-03-06,M3,1
QJS2178,2026-03-06,M3,1
QVG8689,2026-03-06,on_call_night_work,0
RKP1272,2026-03-06,remote_relocation,0
RZU1592,2026-03-06,legit_role_change,0
SCA9486,2026-03-06,remote_relocation,0
SFV7598,2026-03-06,new_hire_onboarding,0
SHS0097,2026-03-06,business_travel,0
UPJ2100,2026-03-06,M3,1
UQJ8329,2026-03-06,new_hire_onboarding,0
VLE2985,2026-03-06,remote_relocation,0
VVU9833,2026-03-06,new_hire_onboarding,0
WJJ3459,2026-03-06,quarter_close_spike,0
WQD6977,2026-03-06,new_hire_onboarding,0
WTA6371,2026-03-06,new_hire_onboarding,0
XBY3937,2026-03-06,quarter_close_spike,0
XJR8615,2026-03-06,new_hire_onboarding,0
YPA6465,2026-03-06,M3,1
ZZA4587,2026-03-06,legit_role_change,0
AFF2174,2026-03-07,M7,1
AGQ6804,2026-03-07,M3,1
CZV3763,2026-03-07,new_hire_onboarding,0
DDB3409,2026-03-07,new_hire_onboarding,0
DKY8909,2026-03-07,legit_role_change,0
DVB7286,2026-03-07,M1,1
EXR7447,2026-03-07,new_hire_onboarding,0
FAM1900,2026-03-07,new_hire_onboarding,0
GTZ0192,2026-03-07,on_call_night_work,0
JNY6012,2026-03-07,new_hire_onboarding,0
JWY4263,2026-03-07,remote_relocation,0
KVS9522,2026-03-07,on_call_night_work,0
NUY8872,2026-03-07,weekend_deadline,0
PGM8326,2026-03-07,new_hire_onboarding,0
PJA2498,2026-03-07,M7,1
PMV7499,2026-03-07,M7,1
QDN2660,2026-03-07,M3,1
QJS2178,2026-03-07,M3,1
RPB6169,2026-03-07,M3,1
RZU1592,2026-03-07,legit_role_change,0
SFV7598,2026-03-07,new_hire_onboarding,0
UMH6643,2026-03-07,weekend_deadline,0
UQJ8329,2026-03-07,new_hire_onboarding,0
VLE2985,2026-03-07,remote_relocation,0
VVU9833,2026-03-07,new_hire_onboarding,0
WQD6977,2026-03-07,new_hire_onboarding,0
WTA6371,2026-03-07,new_hire_onboarding,0
XJR8615,2026-03-07,new_hire_onboarding,0
YFK8135,2026-03-07,on_call_night_work,0
YPA6465,2026-03-07,M3,1
ZZA4587,2026-03-07,legit_role_change,0
AFF2174,2026-03-08,M7,1
ASX1419,2026-03-08,new_hire_onboarding,0
CZV3763,2026-03-08,new_hire_onboarding,0
DDB3409,2026-03-08,new_hire_onboarding,0
DKY8909,2026-03-08,legit_role_change,0
DST2687,2026-03-08,M1,1
DVB7286,2026-03-08,M1,1
EXR7447,2026-03-08,new_hire_onboarding,0
FAM1900,2026-03-08,new_hire_onboarding,0
GTZ0192,2026-03-08,on_call_night_work,0
JNY6012,2026-03-08,new_hire_onboarding,0
MFB4161,2026-03-08,M5,1
PGM8326,2026-03-08,new_hire_onboarding,0
PJA2498,2026-03-08,M7,1
PMV7499,2026-03-08,M7,1
QDN2660,2026-03-08,M3,1
QJS2178,2026-03-08,M3,1
QVG8689,2026-03-08,on_call_night_work,0
RZU1592,2026-03-08,legit_role_change,0
SFV7598,2026-03-08,new_hire_onboarding,0
TBE1642,2026-03-08,M6,1
UMH6643,2026-03-08,weekend_deadline,0
UPJ2100,2026-03-08,M3,1
UQJ8329,2026-03-08,new_hire_onboarding,0
VVU9833,2026-03-08,new_hire_onboarding,0
WQD6977,2026-03-08,new_hire_onboarding,0
WTA6371,2026-03-08,new_hire_onboarding,0
XJR8615,2026-03-08,new_hire_onboarding,0
YPA6465,2026-03-08,M3,1
ZZA4587,2026-03-08,legit_role_change,0
APF7818,2026-03-09,quarter_close_spike,0
ASX1419,2026-03-09,new_hire_onboarding,0
CZV3763,2026-03-09,new_hire_onboarding,0
DDB3409,2026-03-09,new_hire_onboarding,0
DDH6028,2026-03-09,M3,1
DKY8909,2026-03-09,legit_role_change,0
DST2687,2026-03-09,M1,1
EXR7447,2026-03-09,new_hire_onboarding,0
FAM1900,2026-03-09,new_hire_onboarding,0
FRW3182,2026-03-09,new_hire_onboarding,0
GCD1014,2026-03-09,M4,1
GQM3009,2026-03-09,remote_relocation,0
GTZ0192,2026-03-09,on_call_night_work,0
HXH6707,2026-03-09,remote_relocation,0
JNY6012,2026-03-09,new_hire_onboarding,0
JVA7931,2026-03-09,remote_relocation,0
JWY4263,2026-03-09,remote_relocation,0
KHX2969,2026-03-09,M2,1
MFB4161,2026-03-09,M5,1
MPF6269,2026-03-09,M7,1
PGM8326,2026-03-09,new_hire_onboarding,0
PJA2498,2026-03-09,M7,1
PYB7646,2026-03-09,remote_relocation,0
QVG8689,2026-03-09,on_call_night_work,0
RAV9544,2026-03-09,quarter_close_spike,0
RKP1272,2026-03-09,remote_relocation,0
RZU1592,2026-03-09,legit_role_change,0
SCA9486,2026-03-09,remote_relocation,0
SFV7598,2026-03-09,new_hire_onboarding,0
SHS0097,2026-03-09,business_travel,0
TBE1642,2026-03-09,M6,1
TTT4652,2026-03-09,business_travel,0
UPJ2100,2026-03-09,M3,1
UQJ8329,2026-03-09,new_hire_onboarding,0
VLE2985,2026-03-09,remote_relocation,0
VVU9833,2026-03-09,new_hire_onboarding,0
WQD6977,2026-03-09,new_hire_onboarding,0
WTA6371,2026-03-09,new_hire_onboarding,0
XBY3937,2026-03-09,quarter_close_spike,0
XJR8615,2026-03-09,new_hire_onboarding,0
XLD3365,2026-03-09,M4,1
YPA6465,2026-03-09,M3,1
AFF2174,2026-03-10,M7,1
AGQ6804,2026-03-10,M3,1
APF7818,2026-03-10,quarter_close_spike,0
ASH2177,2026-03-10,quarter_close_spike,0
ASX1419,2026-03-10,new_hire_onboarding,0
CZV3763,2026-03-10,new_hire_onboarding,0
DDB3409,2026-03-10,new_hire_onboarding,0
DDH6028,2026-03-10,M3,1
DKY8909,2026-03-10,legit_role_change,0
DST2687,2026-03-10,M1,1
EXR7447,2026-03-10,new_hire_onboarding,0
FAM1900,2026-03-10,new_hire_onboarding,0
FRW3182,2026-03-10,new_hire_onboarding,0
GCD1014,2026-03-10,M4,1
GQM3009,2026-03-10,remote_relocation,0
HXH6707,2026-03-10,remote_relocation,0
JLN5393,2026-03-10,on_call_night_work,0
JNY6012,2026-03-10,new_hire_onboarding,0
JVA7931,2026-03-10,remote_relocation,0
JWY4263,2026-03-10,remote_relocation,0
KHX2969,2026-03-10,M2,1
MBR7933,2026-03-10,on_call_night_work,0
MFB4161,2026-03-10,M5,1
PGM8326,2026-03-10,new_hire_onboarding,0
PKA7047,2026-03-10,on_call_night_work,0
PMV7499,2026-03-10,M7,1
PYB7646,2026-03-10,remote_relocation,0
QDN2660,2026-03-10,M3,1
RAV9544,2026-03-10,quarter_close_spike,0
RKP1272,2026-03-10,remote_relocation,0
RPB6169,2026-03-10,M3,1
RZU1592,2026-03-10,legit_role_change,0
SCA9486,2026-03-10,remote_relocation,0
SFV7598,2026-03-10,new_hire_onboarding,0
TBE1642,2026-03-10,M6,1
TTT4652,2026-03-10,business_travel,0
UQJ8329,2026-03-10,new_hire_onboarding,0
VLE2985,2026-03-10,remote_relocation,0
VVU9833,2026-03-10,new_hire_onboarding,0
WQD6977,2026-03-10,new_hire_onboarding,0
WTA6371,2026-03-10,new_hire_onboarding,0
XJR8615,2026-03-10,new_hire_onboarding,0
XPG0614,2026-03-10,M3,1
XWB0313,2026-03-10,M1,1
YFK8135,2026-03-10,on_call_night_work,0
YPA6465,2026-03-10,M3,1
AFF2174,2026-03-11,M7,1
APF7818,2026-03-11,quarter_close_spike,0
ASH2177,2026-03-11,quarter_close_spike,0
ASX1419,2026-03-11,new_hire_onboarding,0
CZV3763,2026-03-11,new_hire_onboarding,0
DDB3409,2026-03-11,new_hire_onboarding,0
DDH6028,2026-03-11,M3,1
DKY8909,2026-03-11,legit_role_change,0
DST2687,2026-03-11,M1,1
EXR7447,2026-03-11,new_hire_onboarding,0
FAM1900,2026-03-11,new_hire_onboarding,0
FRW3182,2026-03-11,new_hire_onboarding,0
GQM3009,2026-03-11,remote_relocation,0
HXH6707,2026-03-11,remote_relocation,0
JNY6012,2026-03-11,new_hire_onboarding,0
JVA7931,2026-03-11,remote_relocation,0
JWY4263,2026-03-11,remote_relocation,0
KHX2969,2026-03-11,M2,1
KYD3626,2026-03-11,on_call_night_work,0
MFB4161,2026-03-11,M5,1
MPF6269,2026-03-11,M7,1
PGM8326,2026-03-11,new_hire_onboarding,0
PJA2498,2026-03-11,M7,1
PMV7499,2026-03-11,M7,1
PYB7646,2026-03-11,remote_relocation,0
QDN2660,2026-03-11,M3,1
QJS2178,2026-03-11,M3,1
RAV9544,2026-03-11,quarter_close_spike,0
RKP1272,2026-03-11,remote_relocation,0
RPB6169,2026-03-11,M3,1
SCA9486,2026-03-11,remote_relocation,0
SFV7598,2026-03-11,new_hire_onboarding,0
TTT4652,2026-03-11,business_travel,0
UQJ8329,2026-03-11,new_hire_onboarding,0
VLE2985,2026-03-11,remote_relocation,0
VVU9833,2026-03-11,new_hire_onboarding,0
WQD6977,2026-03-11,new_hire_onboarding,0
WTA6371,2026-03-11,new_hire_onboarding,0
XJR8615,2026-03-11,new_hire_onboarding,0
XPG0614,2026-03-11,M3,1
XWB0313,2026-03-11,M1,1
YFK8135,2026-03-11,on_call_night_work,0
ZZA4587,2026-03-11,legit_role_change,0
AFF2174,2026-03-12,M7,1
AGQ6804,2026-03-12,M3,1
APF7818,2026-03-12,quarter_close_spike,0
ASH2177,2026-03-12,quarter_close_spike,0
ASX1419,2026-03-12,new_hire_onboarding,0
CZV3763,2026-03-12,new_hire_onboarding,0
DDB3409,2026-03-12,new_hire_onboarding,0
DDH6028,2026-03-12,M3,1
EXR7447,2026-03-12,new_hire_onboarding,0
FAM1900,2026-03-12,new_hire_onboarding,0
GQM3009,2026-03-12,remote_relocation,0
HXH6707,2026-03-12,remote_relocation,0
JLN5393,2026-03-12,on_call_night_work,0
JNY6012,2026-03-12,new_hire_onboarding,0
JVA7931,2026-03-12,remote_relocation,0
JWY4263,2026-03-12,remote_relocation,0
KHX2969,2026-03-12,M2,1
MFB4161,2026-03-12,M5,1
PGM8326,2026-03-12,new_hire_onboarding,0
PJA2498,2026-03-12,M7,1
PYB7646,2026-03-12,remote_relocation,0
QDN2660,2026-03-12,M3,1
QJS2178,2026-03-12,M3,1
