user_id,role,department,peer_group,work_start,work_end,home_country,home_city,on_call,primary_device
JNF8252,Software Engineer,Engineering,Engineering-Software_Engineer,08:51,17:03,US,New York,False,ED28834
PNS5109,Support Agent,Support,Support-Support_Agent,09:01,17:42,US,Austin,False,VM25868
LYU9776,Manager,DevOps,DevOps-Manager,08:04,16:37,IN,Bengaluru,True,XK12512
NES9078,Support Agent,Support,Support-Support_Agent,09:18,17:28,DE,Munich,False,PE36645
AWR3646,Software Engineer,Engineering,Engineering-Software_Engineer,08:40,18:08,US,Austin,False,WU37146
EGC4448,Software Engineer,Engineering,Engineering-Software_Engineer,08:55,17:27,DE,Berlin,False,CR71848
JGB0064,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:57,18:17,US,Denver,False,ZT71873
VMF5653,Systems Administrator,IT,IT-Systems_Administrator,08:28,17:03,IN,Bengaluru,False,ER86725
GXX6793,Manager,Engineering,Engineering-Manager,08:20,17:21,DE,Hamburg,False,UC88338
EAE9892,Support Agent,Support,Support-Support_Agent,08:24,17:03,US,Austin,False,PR73798
YXE8184,Manager,HR,HR-Manager,09:23,17:31,US,New York,False,FV51244
SZM2079,Financial Analyst,Finance,Finance-Financial_Analyst,08:53,17:29,US,New York,False,KS75031
MKC9629,Support Agent,Support,Support-Support_Agent,09:06,17:18,BR,Curitiba,True,RQ89407
LVS6177,Manager,HR,HR-Manager,08:52,17:12,US,Denver,False,FK74038
YWK9244,Support Agent,Support,Support-Support_Agent,05:40,14:53,US,Seattle,True,DL78480
UUH8521,Sales Representative,Sales,Sales-Sales_Representative,08:00,16:11,US,Chicago,False,BV40157
GHW1878,Software Engineer,Engineering,Engineering-Software_Engineer,08:53,17:20,DE,Munich,False,BJ50494
XYY9723,Sales Representative,Sales,Sales-Sales_Representative,09:12,18:32,US,Austin,False,SH17740
ZFL8607,Legal Counsel,Legal,Legal-Legal_Counsel,08:24,17:31,DE,Munich,False,HF23952
XDF3286,Financial Analyst,Finance,Finance-Financial_Analyst,08:59,18:21,DE,Berlin,False,HC94566
YCY0882,Manager,Legal,Legal-Manager,08:23,17:22,US,Chicago,False,FY54267
ZLJ5960,Systems Administrator,IT,IT-Systems_Administrator,09:07,17:30,IN,Pune,False,AZ88862
KTE8576,Legal Counsel,Legal,Legal-Legal_Counsel,08:22,16:35,US,Seattle,False,JP63576
YML8814,Sales Representative,Sales,Sales-Sales_Representative,08:00,16:54,US,New York,False,JC43238
AEH6551,Sales Representative,Sales,Sales-Sales_Representative,08:46,17:50,US,Austin,False,LD99808
AKV0526,Manager,Legal,Legal-Manager,08:23,16:38,IN,Pune,False,XB54235
TLW1083,Systems Administrator,IT,IT-Systems_Administrator,09:02,17:06,IN,Hyderabad,True,NP37924
CLM1185,Manager,Engineering,Engineering-Manager,09:09,17:48,US,New York,False,MF16816
CRP1610,Systems Administrator,IT,IT-Systems_Administrator,08:03,17:24,US,New York,False,AW12646
TXQ6972,Sales Representative,Sales,Sales-Sales_Representative,08:57,18:03,DE,Munich,False,VB34094
BFV9326,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:25,16:53,GB,Leeds,False,PD26320
YGW2220,Software Engineer,Engineering,Engineering-Software_Engineer,09:04,18:34,US,Chicago,False,WC91111
TNT2352,HR Specialist,HR,HR-HR_Specialist,09:21,17:47,GB,Manchester,False,JN62472
FTQ9220,Manager,Sales,Sales-Manager,09:27,17:46,DE,Berlin,False,EU27169
XCS2082,HR Specialist,HR,HR-HR_Specialist,09:01,17:06,US,Seattle,False,RV46389
WAC4462,Support Agent,Support,Support-Support_Agent,08:47,16:54,US,Chicago,False,UL06250
JVW7508,Support Agent,Support,Support-Support_Agent,08:33,17:50,GB,London,True,EC05817
ZLQ1264,Sales Representative,Sales,Sales-Sales_Representative,06:12,14:47,DE,Munich,False,GB16814
ATY1642,Systems Administrator,IT,IT-Systems_Administrator,08:17,17:08,US,Denver,True,TN13743
JSA7385,Legal Counsel,Legal,Legal-Legal_Counsel,08:30,17:21,GB,Leeds,False,UT59806
GXQ4234,Systems Administrator,IT,IT-Systems_Administrator,06:27,15:52,US,New York,False,EV33028
FYC6985,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:39,17:23,US,Seattle,False,ZV47598
DYQ2940,Systems Administrator,IT,IT-Systems_Administrator,09:15,17:48,US,Austin,False,HF42194
JVA8754,Manager,Legal,Legal-Manager,06:29,14:51,GB,Manchester,False,VZ16413
LDC5457,Software Engineer,Engineering,Engineering-Software_Engineer,08:21,17:30,GB,London,False,AC50065
BYA7369,Software Engineer,Engineering,Engineering-Software_Engineer,08:26,16:59,DE,Hamburg,False,XX89238
TDW4991,Software Engineer,Engineering,Engineering-Software_Engineer,08:31,17:49,DE,Berlin,False,CQ34515
UGU2332,Manager,Sales,Sales-Manager,08:55,17:59,US,Seattle,False,ZL75299
ADV1511,Software Engineer,Engineering,Engineering-Software_Engineer,08:14,16:14,IN,Hyderabad,False,FL59621
HYK2871,Systems Administrator,IT,IT-Systems_Administrator,09:03,17:17,DE,Hamburg,False,SH69658
YSR4292,Software Engineer,Engineering,Engineering-Software_Engineer,08:53,17:15,US,Chicago,False,QR21284
KAQ4260,HR Specialist,HR,HR-HR_Specialist,08:40,17:58,IN,Bengaluru,False,MB13546
YAW5851,Sales Representative,Sales,Sales-Sales_Representative,09:02,17:17,US,New York,False,WV97516
QNP1003,Support Agent,Support,Support-Support_Agent,09:12,18:02,GB,Manchester,True,WK34200
NUC9178,Software Engineer,Engineering,Engineering-Software_Engineer,05:47,14:19,DE,Berlin,False,PQ55178
RTK6170,Software Engineer,Engineering,Engineering-Software_Engineer,08:05,16:24,GB,Manchester,False,BK60285
VJA7085,HR Specialist,HR,HR-HR_Specialist,09:15,17:25,IN,Bengaluru,False,SZ30269
YSW7344,Software Engineer,Engineering,Engineering-Software_Engineer,08:14,16:18,BR,Curitiba,False,QV04887
DRQ4774,HR Specialist,HR,HR-HR_Specialist,08:14,17:29,IN,Hyderabad,False,KY11232
GYE0667,Software Engineer,Engineering,Engineering-Software_Engineer,09:30,18:18,US,New York,False,LL85535
SXL0642,Support Agent,Support,Support-Support_Agent,08:57,18:15,GB,Leeds,False,LN17381
JMY7303,Support Agent,Support,Support-Support_Agent,09:30,18:51,IN,Pune,False,RF50504
AAA0409,Sales Representative,Sales,Sales-Sales_Representative,08:26,17:40,US,Seattle,False,BQ09289
HDS8884,Software Engineer,Engineering,Engineering-Software_Engineer,08:42,17:28,US,Chicago,False,TG96948
ZSD2941,Sales Representative,Sales,Sales-Sales_Representative,08:09,16:35,BR,Rio de Janeiro,False,FQ24310
SJN3046,Support Agent,Support,Support-Support_Agent,08:50,17:19,DE,Berlin,False,JP07479
KHX2969,Manager,Engineering,Engineering-Manager,08:56,18:09,IN,Pune,False,HY20719
ZMK0606,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:20,18:13,GB,London,False,DH05824
SXN1549,Systems Administrator,IT,IT-Systems_Administrator,09:12,18:19,US,New York,False,YU04620
RLA1209,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:08,18:28,US,Denver,False,FV37445
QWM5245,Software Engineer,Engineering,Engineering-Software_Engineer,13:42,22:31,US,Chicago,False,GM39443
SPA9874,Software Engineer,Engineering,Engineering-Software_Engineer,05:59,14:40,DE,Berlin,False,CJ42024
MQE0556,Software Engineer,Engineering,Engineering-Software_Engineer,13:34,21:42,DE,Hamburg,False,AQ64817
YGD6007,Software Engineer,Engineering,Engineering-Software_Engineer,08:44,17:36,US,Seattle,False,NJ62583
PBB3896,Software Engineer,Engineering,Engineering-Software_Engineer,08:10,16:15,BR,Rio de Janeiro,False,TU40051
QGN4889,Manager,DevOps,DevOps-Manager,08:09,16:22,DE,Munich,False,ZD76932
CXM1041,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:34,16:54,US,Seattle,True,SF96992
HZY8923,Financial Analyst,Finance,Finance-Financial_Analyst,05:43,14:39,GB,London,False,EZ62905
WUQ1004,Systems Administrator,IT,IT-Systems_Administrator,05:33,15:02,US,Chicago,False,UV68864
FYW9481,Software Engineer,Engineering,Engineering-Software_Engineer,08:11,17:25,GB,London,False,YY79474
DVP3588,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:23,17:36,US,Austin,False,ZP72098
AHL0182,Software Engineer,Engineering,Engineering-Software_Engineer,08:20,17:12,IN,Hyderabad,False,ES60701
WRH5562,Support Agent,Support,Support-Support_Agent,08:30,17:29,US,Austin,False,AR50921
UCZ4677,Financial Analyst,Finance,Finance-Financial_Analyst,08:24,17:06,US,New York,False,NN27216
TGH1943,Software Engineer,Engineering,Engineering-Software_Engineer,08:09,16:21,BR,Rio de Janeiro,False,ZB71674
XYY3402,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:58,17:47,US,Seattle,False,QR80147
UKM1933,Sales Representative,Sales,Sales-Sales_Representative,09:03,17:15,US,Seattle,False,UD51461
UQU4319,Manager,Engineering,Engineering-Manager,08:26,17:35,IN,Hyderabad,False,TX51752
DLN5803,Systems Administrator,IT,IT-Systems_Administrator,08:47,16:54,IN,Hyderabad,True,BE71510
UUZ0064,Software Engineer,Engineering,Engineering-Software_Engineer,09:28,18:47,GB,Manchester,False,DP72010
YLW8258,Sales Representative,Sales,Sales-Sales_Representative,08:54,17:51,US,Seattle,False,JP33568
LQT4211,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:02,18:25,IN,Hyderabad,False,RX85153
VUU0128,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:19,16:43,BR,Sao Paulo,False,JC09055
BXW0831,Sales Representative,Sales,Sales-Sales_Representative,08:51,17:35,US,Austin,False,UK77780
BBY7672,HR Specialist,HR,HR-HR_Specialist,08:46,18:08,IN,Hyderabad,False,NG42056
FXW8392,Support Agent,Support,Support-Support_Agent,06:30,15:54,BR,Rio de Janeiro,False,YF03667
SPR1414,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,05:41,14:03,DE,Hamburg,True,CD11514
BXJ9998,Software Engineer,Engineering,Engineering-Software_Engineer,09:21,17:47,GB,Manchester,False,AP02493
BZR9273,HR Specialist,HR,HR-HR_Specialist,09:05,17:43,GB,Leeds,False,AE63127
BZW2422,Financial Analyst,Finance,Finance-Financial_Analyst,09:12,18:14,BR,Rio de Janeiro,False,YM38072
JFZ5861,Systems Administrator,IT,IT-Systems_Administrator,08:42,17:45,IN,Bengaluru,False,VK79626
VKT8106,Software Engineer,Engineering,Engineering-Software_Engineer,08:55,16:58,GB,London,False,VU86040
ZMY8800,Sales Representative,Sales,Sales-Sales_Representative,09:07,18:32,DE,Hamburg,False,GV32933
CJS2105,Manager,Engineering,Engineering-Manager,08:08,17:13,US,Austin,False,QW34708
XLU2700,Systems Administrator,IT,IT-Systems_Administrator,09:19,18:24,GB,London,True,KW46303
TFM2868,Financial Analyst,Finance,Finance-Financial_Analyst,08:11,17:36,GB,Manchester,False,NE71756
JMM1620,Support Agent,Support,Support-Support_Agent,09:11,18:21,US,Seattle,False,EU83362
KPJ6277,Support Agent,Support,Support-Support_Agent,05:46,15:02,US,Seattle,True,JM09929
CUA1783,Support Agent,Support,Support-Support_Agent,08:48,17:35,GB,Leeds,False,JA23908
JQS8684,Sales Representative,Sales,Sales-Sales_Representative,08:06,17:21,US,Chicago,False,KC73593
QPP6179,Software Engineer,Engineering,Engineering-Software_Engineer,08:54,17:16,US,New York,False,DT11910
DJM4868,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:48,18:13,US,Chicago,False,CF45592
YDS0481,Manager,Finance,Finance-Manager,09:05,17:09,DE,Berlin,False,YR28534
HEK2183,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:25,18:41,IN,Hyderabad,True,PS40391
EEL8338,Financial Analyst,Finance,Finance-Financial_Analyst,09:14,18:29,DE,Munich,False,ZD82290
YBY3674,Sales Representative,Sales,Sales-Sales_Representative,08:06,17:04,US,Denver,False,XK30195
PRU8353,Support Agent,Support,Support-Support_Agent,05:42,14:58,GB,Leeds,False,EA91783
BFF9449,Support Agent,Support,Support-Support_Agent,09:09,17:34,US,Austin,False,PJ82897
WYK8060,Manager,Sales,Sales-Manager,08:40,16:50,GB,Manchester,False,XU80793
YYG6468,Software Engineer,Engineering,Engineering-Software_Engineer,06:25,15:30,US,Chicago,False,RN21255
PZE6595,Financial Analyst,Finance,Finance-Financial_Analyst,08:20,17:47,DE,Munich,False,QN20414
SXT0742,Manager,Finance,Finance-Manager,14:15,23:16,DE,Berlin,False,QB20233
DFV4967,Software Engineer,Engineering,Engineering-Software_Engineer,09:12,18:11,US,New York,False,SU42942
LFZ8894,Financial Analyst,Finance,Finance-Financial_Analyst,08:03,16:47,GB,Leeds,False,HG84798
VZK5081,Manager,Support,Support-Manager,09:03,18:29,US,New York,False,FQ24430
LRF4337,Manager,DevOps,DevOps-Manager,13:45,23:11,US,Chicago,False,HJ01466
URE3093,Systems Administrator,IT,IT-Systems_Administrator,08:23,17:30,US,New York,True,YA64676
ATR3306,Financial Analyst,Finance,Finance-Financial_Analyst,08:11,16:14,DE,Berlin,False,EB78441
CQY5588,Manager,Finance,Finance-Manager,05:39,14:13,US,Denver,False,VW54121
MRE0291,Software Engineer,Engineering,Engineering-Software_Engineer,08:01,17:16,US,Austin,False,LA28725
PLD6480,Support Agent,Support,Support-Support_Agent,08:54,17:54,US,Austin,True,SR08550
RVL1733,Sales Representative,Sales,Sales-Sales_Representative,08:32,17:33,BR,Curitiba,False,PK41655
MWQ7682,Manager,Legal,Legal-Manager,08:00,16:39,GB,Leeds,False,XJ69568
NME3935,Sales Representative,Sales,Sales-Sales_Representative,08:12,16:41,US,New York,False,KK78465
LWR1242,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:25,17:38,US,Seattle,False,LU42749
VBX6372,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:39,17:01,GB,Leeds,False,AL15052
VYM2689,Support Agent,Support,Support-Support_Agent,09:25,18:45,GB,Manchester,False,SH69810
MJH8260,Sales Representative,Sales,Sales-Sales_Representative,09:29,17:29,GB,Leeds,False,ET58574
KFS8428,Software Engineer,Engineering,Engineering-Software_Engineer,06:26,15:48,IN,Pune,False,DV15267
CLU4292,Systems Administrator,IT,IT-Systems_Administrator,06:29,15:53,DE,Berlin,True,KD60447
GMU4984,Support Agent,Support,Support-Support_Agent,09:24,18:35,IN,Hyderabad,False,NM14398
NMA8068,Software Engineer,Engineering,Engineering-Software_Engineer,08:56,18:26,US,Seattle,False,GN49759
TYH3356,Sales Representative,Sales,Sales-Sales_Representative,13:39,22:26,BR,Curitiba,False,GD37092
RCT0485,Systems Administrator,IT,IT-Systems_Administrator,09:22,17:56,US,New York,False,HP78238
ZPC9799,Software Engineer,Engineering,Engineering-Software_Engineer,05:35,14:29,US,Denver,False,AB35064
YHQ6287,Support Agent,Support,Support-Support_Agent,08:30,16:59,BR,Rio de Janeiro,True,NZ31822
CGF9960,Software Engineer,Engineering,Engineering-Software_Engineer,08:19,17:41,BR,Rio de Janeiro,False,NK78276
QJG3172,Systems Administrator,IT,IT-Systems_Administrator,05:58,15:25,US,New York,False,PF07005
AUD9365,Software Engineer,Engineering,Engineering-Software_Engineer,13:01,21:03,US,Denver,False,BA52906
QTQ7721,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:09,17:04,US,New York,False,XY99440
ENV8864,Sales Representative,Sales,Sales-Sales_Representative,08:34,17:19,US,Chicago,False,JT72696
KFM9718,Sales Representative,Sales,Sales-Sales_Representative,09:28,18:23,GB,Leeds,False,VD21908
RLF5434,HR Specialist,HR,HR-HR_Specialist,08:34,17:20,DE,Munich,False,GW49228
KUH3986,Legal Counsel,Legal,Legal-Legal_Counsel,09:05,18:22,US,New York,False,HF91820
ESG8664,Manager,Finance,Finance-Manager,13:52,22:36,DE,Berlin,False,EC68213
JNQ3318,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:13,18:00,GB,Leeds,False,JX90767
KXD0078,Software Engineer,Engineering,Engineering-Software_Engineer,14:12,23:24,BR,Sao Paulo,False,LA73072
XZK3985,Legal Counsel,Legal,Legal-Legal_Counsel,08:00,17:06,US,Chicago,False,KG46078
GRZ7341,Legal Counsel,Legal,Legal-Legal_Counsel,08:46,16:47,US,Chicago,False,YG22478
NCG9169,Software Engineer,Engineering,Engineering-Software_Engineer,09:12,17:56,IN,Bengaluru,False,CA51325
FMY6666,Support Agent,Support,Support-Support_Agent,08:53,17:58,DE,Munich,True,RN12697
GLN5250,Support Agent,Support,Support-Support_Agent,09:19,17:24,DE,Berlin,False,CQ38552
BBH7509,Sales Representative,Sales,Sales-Sales_Representative,06:06,14:06,IN,Hyderabad,False,RV56522
CUQ6424,Manager,Support,Support-Manager,05:57,14:34,DE,Berlin,False,WU58878
UHH4524,Support Agent,Support,Support-Support_Agent,09:18,17:57,BR,Sao Paulo,False,UZ90501
SHR2210,Systems Administrator,IT,IT-Systems_Administrator,08:43,17:02,GB,Manchester,False,GP53751
USG4601,Support Agent,Support,Support-Support_Agent,08:59,17:22,US,Seattle,False,BA26629
MJA3558,Sales Representative,Sales,Sales-Sales_Representative,08:43,16:46,US,Denver,False,JM56473
VPJ9971,Systems Administrator,IT,IT-Systems_Administrator,08:52,17:28,US,Denver,False,ZZ79339
DEM6096,Software Engineer,Engineering,Engineering-Software_Engineer,08:13,16:13,US,Denver,False,ZQ83397
TFG1591,Sales Representative,Sales,Sales-Sales_Representative,08:05,17:35,GB,London,False,QK10668
XTF5743,Software Engineer,Engineering,Engineering-Software_Engineer,08:18,16:50,US,Seattle,False,LU01595
JWR6908,Systems Administrator,IT,IT-Systems_Administrator,08:12,16:13,DE,Hamburg,False,YS80119
FGE5760,Financial Analyst,Finance,Finance-Financial_Analyst,14:12,22:38,DE,Hamburg,False,DT87727
WQL8707,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,06:24,14:26,DE,Hamburg,False,QX76674
FYA1434,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,06:14,14:34,US,Chicago,False,VH78163
FUK9154,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:16,17:00,US,Seattle,True,ZF38111
KNZ9610,Software Engineer,Engineering,Engineering-Software_Engineer,09:22,18:33,US,New York,False,RT88722
RLN0770,Sales Representative,Sales,Sales-Sales_Representative,09:19,17:48,GB,London,False,YE72794
XYA5835,Systems Administrator,IT,IT-Systems_Administrator,08:58,18:05,DE,Berlin,False,QZ33458
KZL0169,Systems Administrator,IT,IT-Systems_Administrator,08:05,16:28,US,Chicago,False,GP43787
PQP1845,Systems Administrator,IT,IT-Systems_Administrator,08:19,16:27,IN,Hyderabad,False,MA29165
WHU1145,Sales Representative,Sales,Sales-Sales_Representative,09:02,18:23,US,Austin,False,YR37833
JEZ2409,HR Specialist,HR,HR-HR_Specialist,14:21,22:41,US,New York,False,VT62174
UKN0534,Software Engineer,Engineering,Engineering-Software_Engineer,09:06,18:17,DE,Munich,False,NN04461
HKM6541,Sales Representative,Sales,Sales-Sales_Representative,08:18,16:37,US,Denver,False,LF22433
CDJ5646,HR Specialist,HR,HR-HR_Specialist,06:06,15:23,GB,London,False,ZG36006
HLH7567,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:29,18:59,DE,Hamburg,False,GW90265
BNC0564,Manager,DevOps,DevOps-Manager,08:25,17:47,IN,Bengaluru,True,MT97414
RQX2265,Software Engineer,Engineering,Engineering-Software_Engineer,08:34,17:13,IN,Bengaluru,False,KR72511
NVE7583,Software Engineer,Engineering,Engineering-Software_Engineer,08:44,17:36,US,Seattle,False,XR09856
DAG0153,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,08:00,17:30,DE,Hamburg,False,NC64735
EWF9587,Financial Analyst,Finance,Finance-Financial_Analyst,08:55,18:18,US,New York,False,JY62017
WNZ8578,Manager,Engineering,Engineering-Manager,09:02,18:00,IN,Hyderabad,False,BX32940
TMU3491,Software Engineer,Engineering,Engineering-Software_Engineer,09:08,17:57,GB,Leeds,False,AU95399
UZE6671,Software Engineer,Engineering,Engineering-Software_Engineer,08:19,16:50,GB,Leeds,False,UL77334
VCZ1344,Manager,Sales,Sales-Manager,09:03,17:15,DE,Munich,False,RJ64370
NUT6859,Legal Counsel,Legal,Legal-Legal_Counsel,09:16,18:28,IN,Hyderabad,False,VU66721
YHC8602,Manager,Legal,Legal-Manager,08:35,17:21,US,Seattle,False,EF68637
TDT0042,Support Agent,Support,Support-Support_Agent,09:03,17:26,BR,Sao Paulo,False,WS04064
PKG2686,Software Engineer,Engineering,Engineering-Software_Engineer,08:05,17:02,GB,Leeds,False,TK26457
SLQ3295,Support Agent,Support,Support-Support_Agent,09:08,18:09,DE,Munich,False,ZS70963
UEP3443,Software Engineer,Engineering,Engineering-Software_Engineer,08:05,16:10,US,Austin,False,YY37592
MYB1326,Sales Representative,Sales,Sales-Sales_Representative,13:57,23:11,DE,Munich,False,PQ23724
WPP7340,Software Engineer,Engineering,Engineering-Software_Engineer,08:51,17:02,US,New York,False,TF43377
FGX9186,DevOps Engineer,DevOps,DevOps-DevOps_Engineer,09:12,17:15,US,Denver,False,NT16095
PFV1079,HR Specialist,HR,HR-HR_Specialist,08:51,17:53,BR,Rio de Janeiro,False,TJ29836
XFS4277,Financial Analyst,Finance,Finance-Financial_Analyst,08:15,17:23,BR,Curitiba,False,GX05331
XAD7151,Systems Administrator,IT,IT-Systems_Administrator,08:53,18:09,US,Denver,False,YU65070
PEE1804,Support Agent,Support,Support-Support_Agent,08:58,17:49,GB,Manchester,False,FE45283
MHX3186,Systems Administrator,IT,IT-Systems_Administrator,08:56,17:04,GB,Manchester,False,RR31118
MTX6608,Software Engineer,Engineering,Engineering-Software_Engineer,08:38,17:58,BR,Sao Paulo,False,AM08720
JLN5393,Systems Administrator,IT,IT-Systems_Administrator,09:20,18:32,BR,Curitiba,True,BA87807
